Id,clave_unica,Happy,Engage,WearingGlasses,LeftEyeClosed,RightEyeClosed,MouthOpen,MouthMoved,LookingAway,Fecha,nombrePC,Resource_Id,No_Usuarios
282,5753C815-44AB-4D8B-B910-84F33AB20BE4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,"2015-12-16 12:27:57",MCC-05,NULL,4
283,5753C815-44AB-4D8B-B910-84F33AB20BE4,Unknown,Maybe,Unknown,Unknown,Unknown,Unknown,Unknown,Maybe,"2015-12-16 12:27:57",MCC-05,NULL,4
284,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,Maybe,Yes,No,No,Yes,Yes,Maybe,"2015-12-16 12:27:58",MCC-05,NULL,4
285,5753C815-44AB-4D8B-B910-84F33AB20BE4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,"2015-12-16 12:27:58",MCC-05,NULL,4
286,5753C815-44AB-4D8B-B910-84F33AB20BE4,Maybe,Yes,No,Maybe,No,Maybe,No,No,"2015-12-16 12:27:58",MCC-05,NULL,3
287,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Maybe,Yes,Yes,Yes,"2015-12-16 12:27:59",MCC-05,NULL,4
288,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Maybe,Maybe,Yes,Yes,Yes,"2015-12-16 12:27:59",MCC-05,NULL,4
289,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Yes,Yes,Yes,Maybe,"2015-12-16 12:27:59",MCC-05,NULL,4
290,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,"2015-12-16 12:28:00",MCC-05,NULL,4
291,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,No,No,Yes,Yes,Yes,"2015-12-16 12:28:00",MCC-05,NULL,4
292,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Maybe,Yes,Yes,Yes,"2015-12-16 12:28:00",MCC-05,NULL,4
293,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,Maybe,Yes,No,Maybe,Yes,Yes,Maybe,"2015-12-16 12:28:00",MCC-05,NULL,4
294,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,"2015-12-16 12:28:01",MCC-05,NULL,4
295,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Yes,Yes,Yes,Maybe,"2015-12-16 12:28:01",MCC-05,NULL,4
296,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,No,No,No,No,No,No,"2015-12-16 12:28:01",MCC-05,NULL,3
297,5753C815-44AB-4D8B-B910-84F33AB20BE4,Maybe,Yes,Yes,Yes,Maybe,Maybe,Yes,No,"2015-12-16 12:28:01",MCC-05,NULL,4
298,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,Yes,Yes,No,No,Yes,No,"2015-12-16 12:28:02",MCC-05,NULL,4
299,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,Yes,Yes,No,No,Yes,No,"2015-12-16 12:28:02",MCC-05,NULL,4
300,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,Yes,Yes,No,Maybe,Yes,No,"2015-12-16 12:28:02",MCC-05,NULL,4
301,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,Yes,Yes,No,No,Yes,No,"2015-12-16 12:28:03",MCC-05,NULL,4
302,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,No,Yes,Yes,Yes,Maybe,Yes,Maybe,"2015-12-16 12:28:03",MCC-05,NULL,4
303,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Yes,Yes,Yes,Maybe,"2015-12-16 12:28:03",MCC-05,NULL,4
304,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Yes,Yes,Yes,Maybe,"2015-12-16 12:28:03",MCC-05,NULL,4
305,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,No,Yes,Yes,Yes,Yes,Yes,Maybe,"2015-12-16 12:28:04",MCC-05,NULL,4
306,5753C815-44AB-4D8B-B910-84F33AB20BE4,Yes,Maybe,Yes,Yes,Maybe,Yes,Yes,Maybe,"2015-12-16 12:28:04",MCC-05,NULL,4
307,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Maybe,No,No,No,No,Maybe,Maybe,"2015-12-16 12:28:04",MCC-05,NULL,3
308,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,No,No,No,No,Maybe,No,"2015-12-16 12:28:05",MCC-05,NULL,3
309,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,No,No,No,No,Maybe,No,"2015-12-16 12:28:05",MCC-05,NULL,3
310,5753C815-44AB-4D8B-B910-84F33AB20BE4,No,Yes,Maybe,Yes,Maybe,Maybe,Yes,No,"2015-12-16 12:28:05",MCC-05,NULL,3
311,5753C815-44AB-4D8B-B910-84F33AB20BE4,Maybe,Maybe,Yes,Yes,No,Yes,Yes,Maybe,"2015-12-16 12:28:06",MCC-05,NULL,4
312,5753C815-44AB-4D8B-B910-84F33AB20BE4,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,"2015-12-16 12:28:07",MCC-05,NULL,4
